web-scraper-order,web-scraper-start-url,Product_C,Product_C-href,Product_Name,Shop_Name,Sale_Price,Original_Price,Discount,Description,Collection,Product_SKU,Review_Numbers,Customer_Rating_Total,Size_Rating,Material_Rating,Color_Rating,Sponsor_B
"1571754676-870","https://www.wayfair.com/rugs/sb0/round-rugs-c474144.html?curpage=2","Opens in a new tabSaleQuickviewSave+15 SizesAvailable in 15 SizesHillsby Navy Area Rugby Mistana$85.05$271.003918Rated 5 out of 5 stars.3918 total votes.FREE 2-Day ShippingGet it by Thu, Oct 24","https://www.wayfair.com/rugs/pdp/mistana-hillsby-navy-area-rug-mtna3051.html?piid=25568621","Hillsby Navy Area Rug","Mistana","$85.05","$271.00","69% Off","A great option for protecting (and muffling) hardwood floors while providing the perfect decorative touch for staging your ensemble, area rugs are a versatile accent for making any space feel like home. Take this rug, for example: woven in Turkey from polypropylene, it's a great option for a boho touch, thanks to its Persian-inspired pattern with faded distressing that lends it a well-worn look. A 0.38'' pile height makes this rug a great option for a touch of cushion underfoot that's still easy to maintain. We recommend adding a rug pad to help prevent slipping and sliding.","Area Rugs","SKU: MTNA3051","Showing 1-10 of 3903 reviews.","4.8","4.8","4.7","4.8","null"
"1571754588-861","https://www.wayfair.com/rugs/sb0/round-rugs-c474144.html?curpage=2","Opens in a new tabQuickviewSave+29 SizesAvailable in 29 SizesKatie Cream/Navy Area Rugby Mistana$40.993650Rated 4.5 out of 5 stars.3650 total votes.2-Day ShippingGet it by Thu, Oct 24","https://www.wayfair.com/rugs/pdp/mistana-katie-creamnavy-area-rug-w001526974.html?piid=1232521410","Katie Cream/Navy Area Rug","Mistana","$40.99","$75.77","46% Off","Turn your teen’s boring bedroom foundation into a fascinating focal point with this stylish area rug! Made in Turkey, its constructed from polypropylene, a synthetic material designed to stand up to muddy shoes in the entryway and the occasional spill under the kitchen table. It features a 0.37” pile height, ideal for promoting a cozy and inviting feel to your space with the added benefit of being easy to clean.","Area Rugs","SKU: W001526974","Showing 1-10 of 3649 reviews.","4.7","4.7","4.8","4.8","null"
"1571753909-800","https://www.wayfair.com/rugs/sb0/round-rugs-c474144.html?curpage=3","Opens in a new tabSaleQuickviewSave+19 SizesAvailable in 19 SizesMoser Hand Braided Ivory Indoor/Outdoor Area Rugby Wade Logan$119.99$213.006705Rated 4.5 out of 5 stars.6705 total votes.FREE 2-Day ShippingGet it by Thu, Oct 24","https://www.wayfair.com/rugs/pdp/wade-logan-moser-hand-braided-ivory-indooroutdoor-area-rug-wdln9911.html?piid=33054707","Moser Hand Braided Ivory Indoor/Outdoor Area Rug","Wade Logan","$119.99","$213.00","44% Off","null","Area Rugs","SKU: WDLN9911","Showing 1-10 of 6691 reviews.","4.6","4.6","4.3","5.0","null"
"1571754209-829","https://www.wayfair.com/rugs/sb0/round-rugs-c474144.html?curpage=3","Opens in a new tabSaleQuickviewSave+9 SizesAvailable in 9 SizesBeaudette Floral Gray Area Rugby Wrought Studio$60.15$169.006464Rated 4.5 out of 5 stars.6464 total votes.FREE 2-Day ShippingGet it by Thu, Oct 24","https://www.wayfair.com/rugs/pdp/wrought-studio-beaudette-floral-gray-area-rug-wrse1204.html?piid=33381712","Beaudette Floral Gray Area Rug","Wrought Studio","$60.15","$169.00","64% Off","This beautiful rug is unique, stylish and ready to accent your decor with authentic elegance. This rug features bold colors and modern design, the rug pad is recommended to extend the life of the rug.","Area Rugs","SKU: WRSE1204","Showing 1-10 of 6447 reviews.","4.6","4.5","3.5","4.2","null"
"1571753776-788","https://www.wayfair.com/rugs/sb0/round-rugs-c474144.html?curpage=3","Opens in a new tabQuickviewSave+33 SizesAvailable in 33 SizesFrizzell Silver/Ivory Area Rugby Willa Arlo Interiors$54.99$96.603742Rated 4.5 out of 5 stars.3742 total votes.FREE 2-Day ShippingGet it by Thu, Oct 24","https://www.wayfair.com/rugs/pdp/willa-arlo-interiors-frizzell-silverivory-area-rug-wrlo5908.html?piid=22789376","Frizzell Silver/Ivory Area Rug","Willa Arlo Interiors","$54.99","$96.60","43% Off","Line your floors with an artful appeal, by adding a stylish stage to dig your toes into, with this fun area rug. Machine-made from polypropylene, with a 0.25'' pile height, and floral pattern design in a silver and ivory color palette – this piece is perfect for a traditional, rustic, or glam aesthetic. A rug pad is recommended to be used with this piece. It is also safe for use on heated floors. We recommend vacuuming regularly, spot cleaning, and professionally cleaning for hard-to-remove-stains.","Area Rugs","SKU: WRLO5908","Showing 1-10 of 3671 reviews.","4.6","3.2","4.6","4.8","null"
"1571753300-754","https://www.wayfair.com/rugs/sb0/round-rugs-c474144.html?curpage=4","Opens in a new tabSaleQuickviewSave+25 SizesAvailable in 25 SizesPenrock Way Cotton Multicolor Area Rugby Beachcrest Home$48.99$100.801799Rated 4.5 out of 5 stars.1799 total votes.2-Day ShippingGet it by Thu, Oct 24","https://www.wayfair.com/rugs/pdp/beachcrest-home-penrock-way-cotton-multicolor-area-rug-bchh1572.html?piid=21716931","Penrock Way Cotton Multicolor Area Rug","Beachcrest Home","$48.99","$100.80","51% Off","A beloved American craft gets a fashion update with a chic cotton pile Penrock collection that injects trend-right color into a historic, timeless look.  Perfect for casual rooms, these vibrant, textural rag rugs are woven by village artisans.","Area Rugs","SKU: BCHH1572","Showing 1-10 of 1798 reviews.","4.6","4.3","4.9","4.5","null"
"1571755070-900","https://www.wayfair.com/rugs/sb0/round-rugs-c474144.html?curpage=0","Opens in a new tabSaleQuickviewSave+9 SizesAvailable in 9 SizesMelrose Gray Area Rugby Andover Mills$69.93$219.005453Rated 4.5 out of 5 stars.5453 total votes.FREE 2-Day ShippingGet it by Thu, Oct 24","https://www.wayfair.com/rugs/pdp/andover-mills-melrose-gray-area-rug-andv2563.html?piid=29647825","Melrose Gray Area Rug","Andover Mills","$69.93","$219.00","68% Off","A vibrant, contemporary take on a traditional design, this Melrose Gray Area Rug sets a transitional foundation for your space with its updated trellis motif. Made in Turkey, this rug is machine woven of stain- and fade-resistant polypropylene in a thick 0.39"" pile – perfect for rolling out in fashionable living rooms or digging your toes in right out of bed in the morning. Finished with a durable jute backing, this rug performs best when paired with a rug pad to prevent shifting and sliding.","Area Rugs","SKU: ANDV2563","Showing 1-10 of 5449 reviews.","4.5","4.5","4.5","4.8","null"
"1571752717-705","https://www.wayfair.com/rugs/sb0/round-rugs-c474144.html?curpage=5","Opens in a new tabSaleQuickviewSave+23 SizesAvailable in 23 SizesWhittaker Hand-Tufted Wool Brown Area Rugby Charlton Home$99.99$304.00478Rated 4.5 out of 5 stars.478 total votes.FREE 2-Day ShippingGet it by Thu, Oct 24","https://www.wayfair.com/rugs/pdp/charlton-home-whittaker-hand-tufted-wool-brown-area-rug-chlh1024.html?piid=14541340","Whittaker Hand-Tufted Wool Brown Area Rug","Charlton Home","$99.99","$304.00","67% Off","Draw attention to the center of your living space with this wool rug. With its Persian-inspired pattern, it showcases a stylish and traditional look. Made from 100% wool, it's hand-woven and features a 0.39'' pile for a soft yet dense feel. Wool rugs do tend to shed, but weekly vacuuming at the beginning of its life should diminish the shedding in a few weeks.","Area Rugs","SKU: CHLH1024","Showing 1-10 of 480 reviews.","4.7","5.0","4.5","5.0","null"
"1571752696-703","https://www.wayfair.com/rugs/sb0/round-rugs-c474144.html?curpage=5","Opens in a new tabSaleQuickviewSave+33 SizesAvailable in 33 SizesOtwell Handmade Wool Gray/Blue/Beige Area Rugby Charlton Home$63.99$77.822049Rated 4.5 out of 5 stars.2049 total votes.1-Day ShippingGet It Tomorrow","https://www.wayfair.com/rugs/pdp/charlton-home-otwell-handmade-wool-graybluebeige-area-rug-chlh2305.html?piid=15418148","Otwell Handmade Wool Gray/Blue/Beige Area Rug","Charlton Home","$63.99","$77.82","18% Off","The hallmark of any handsome home is a fine foyer - and you only need a few eye-catchers to really make it pop! Set the tone on the floor below with this alluring area rug, timeless addition to your elegant abode. Made in India, it is tufted of wool with a cotton canvas back. Though its hues of blue and beige are cool enough to blend right in, an intricate Persian-inspired motif effortlessly draws the eye. After you've laid the foundation, head straight up to the ceiling to make your space shine with a polished chandelier gleaming overhead. Finally, for a display that adds a dash of distinction, set a stately wood console table against a blank wall; It's the perfect spot to arrange framed family photos, or simply catch keys and mail as you walk inside.","Area Rugs","SKU: CHLH2305","Showing 1-10 of 2049 reviews.","4.6","4.6","3.8","4.7","null"
"1571753883-798","https://www.wayfair.com/rugs/sb0/round-rugs-c474144.html?curpage=3","Opens in a new tabSaleQuickviewSave+8 SizesAvailable in 8 SizesKailani Contemporary Blue/Green Indoor/Outdoor Area Rugby Beachcrest Home$116.99$399.001283Rated 5 out of 5 stars.1283 total votes.FREE 2-Day ShippingGet it by Thu, Oct 24","https://www.wayfair.com/rugs/pdp/beachcrest-home-kailani-contemporary-bluegreen-indooroutdoor-area-rug-bcmh2301.html?piid=23970711","Kailani Contemporary Blue/Green Indoor/Outdoor Area Rug","Beachcrest Home","$116.99","$399.00","71% Off","Bring a pop of pattern and a soft touch to any space inside or outside your home with this delightful area rug. Machine-made from 100% synthetic polypropylene with a loop pile type, it is stain- and weather-resistant, and stands up well to high-traffic. Showcasing a medallion awash in tones of blue, turquoise, green, and white, it is a lovely anchor for coastal and nautical ensembles, but you can also use it to round out a more classic look.","Area Rugs","SKU: BCMH2301","Showing 1-10 of 1282 reviews.","4.8","4.4","4.9","4.9","null"
"1571753764-787","https://www.wayfair.com/rugs/sb0/round-rugs-c474144.html?curpage=3","Opens in a new tabSaleQuickviewSave+17 SizesAvailable in 17 SizesBurciaga Blue Area Rugby Mercury Row$60.99636Rated 5 out of 5 stars.636 total votes.FREE 2-Day ShippingGet it by Thu, Oct 24","https://www.wayfair.com/rugs/pdp/mercury-row-burciaga-blue-area-rug-mcrw5553.html?piid=44472185","Burciaga Blue Area Rug","Mercury Row","$60.99","null","null","Looks aside, area rugs help absorb and decrease noise as they soften the step of hardwood and tile flooring. Made in Turkey, this one is constructed from polypropylene, a synthetic material designed to stand up to muddy shoes in the entryway and the occasional spill under the kitchen table. It features a 0.37"" pile height, ideal for promoting a cozy and inviting feel to your space with the added benefit of being easy to clean.","Area Rugs","SKU: MCRW5553","Showing 1-10 of 633 reviews.","4.8","4.5","4.6","4.8","null"
"1571753621-776","https://www.wayfair.com/rugs/sb0/round-rugs-c474144.html?curpage=4","Opens in a new tabSaleQuickviewSave+9 SizesAvailable in 9 SizesLonerock Multi-Colored Area Rugby Bungalow Rose$63.90$138.001584Rated 4.5 out of 5 stars.1584 total votes.FREE Shipping","https://www.wayfair.com/rugs/pdp/bungalow-rose-lonerock-multi-colored-area-rug-bgrs2238.html?piid=23841279","Lonerock Multi-Colored Area Rug","Bungalow Rose","$63.90","$138.00","54% Off","This vibrant mixed design collection is a pleasant surprise for those who vacillate between traditional and modern taste. The innovative designs combine harmonically the vintage effect of the traditional European patterns and the freshness of modern look through the embracing of intense color combinations and the pioneering complimentary colorization of their fringes. Lonerock Aqua/Pink Area Rug is thin and smooth, preserve the fineness of the Spanish cultural heritage designs and the relaxed feeling of a tropical atmosphere. This multi purposed collection adds charm to any space of urban, suburban and traditional furnishing style.","Area Rugs","SKU: BGRS2238","Showing 1-10 of 1583 reviews.","4.7","4.7","4.5","4.8","null"
"1571753310-755","https://www.wayfair.com/rugs/sb0/round-rugs-c474144.html?curpage=4","Opens in a new tabSaleQuickviewSave+14 SizesAvailable in 14 SizesHillsby Garnet/Navy Area Rugby Mistana$93.55$204.001069Rated 5 out of 5 stars.1069 total votes.FREE 2-Day ShippingGet it by Thu, Oct 24","https://www.wayfair.com/rugs/pdp/mistana-hillsby-garnetnavy-area-rug-mtna3248.html?piid=25803733","Hillsby Garnet/Navy Area Rug","Mistana","$93.55","$204.00","54% Off","Looks aside, area rugs help absorb and decrease noise and soften the step of hardwood and tile flooring. As if plucked from a bustling bazaar, this rug’s jewel-toned medallion pattern brings bold boho style to any space.","Area Rugs","SKU: MTNA3248","Showing 1-10 of 1069 reviews.","4.8","4.7","4.6","4.9","null"
"1571753804-791","https://www.wayfair.com/rugs/sb0/round-rugs-c474144.html?curpage=3","Opens in a new tabSaleQuickviewSave+9 SizesAvailable in 9 SizesLonerock Cream Area Rugby Bungalow Rose$63.59$138.001465Rated 4.5 out of 5 stars.1465 total votes.FREE Shipping","https://www.wayfair.com/rugs/pdp/bungalow-rose-lonerock-cream-area-rug-bgrs2201.html?piid=23841089","Lonerock Cream Area Rug","Bungalow Rose","$63.59","$138.00","54% Off","This vibrant mixed design collection is a pleasant surprise, the innovative designs combine harmonically the vintage effect of the European patterns and the freshness of modern look through the embracing of intense color combinations and pioneering. This Area Rug is thin and smooth, preserve the fineness of the Spanish cultural heritage designs and the relaxed feeling of a tropical atmosphere. This multi-purpose collection adds charm to any space of urban and suburban furnishing style.","Area Rugs","SKU: BGRS2201","Showing 1-10 of 1461 reviews.","4.7","4.8","5.0","4.7","null"
"1571753239-748","https://www.wayfair.com/rugs/sb0/round-rugs-c474144.html?curpage=4","Opens in a new tabSaleQuickviewSave+14 SizesAvailable in 14 SizesBaldwin Park Ivory/Black Area Rugby Trent Austin Design$98.692388Rated 5 out of 5 stars.2388 total votes.FREE Shipping","https://www.wayfair.com/rugs/pdp/trent-austin-design-baldwin-park-ivoryblack-area-rug-tadn2589.html?piid=24357258","Baldwin Park Ivory/Black Area Rug","Trent Austin Design","$98.69","null","null","A spectacular fusion of the fashion-forward pattern, color, and texture, Baldwin Park frieze rugs by Trent Austin Design are soft and casual. Power-loomed of high-twist polypropylene yarns, these artful transitional rugs are designed for high style, performance, and easy care. Sink your toes into lush cut-pile frieze Baldwin Park rugs in a collection that ranges from painterly watercolor motifs to classic floral that complement a broad range of decorating styles.","Area Rugs","SKU: TADN2589","Showing 1-10 of 2388 reviews.","4.8","4.7","4.9","4.9","null"
"1571754655-868","https://www.wayfair.com/rugs/sb0/round-rugs-c474144.html?curpage=2","Opens in a new tabSaleQuickviewSave+21 SizesAvailable in 21 SizesWattson Pink Area Rugby Winston Porter$34.99493Rated 4.5 out of 5 stars.493 total votes.","https://www.wayfair.com/rugs/pdp/winston-porter-wattson-pink-area-rug-w001765280.html?piid=1796174951&category=474144&placement=303&slot=0&sponsoredid=eeae40c425addff4025c0aa2dd30139e1b1b9af87b66ab0af16a50bfc3360e5f&_txid=otAgY12vES6x2ysL4%2BLqAg%3D%3D&isB2b=0","Wattson Pink Area Rug","Winston Porter","$34.99","$39.99","13% Off","Cozy up with their softest area rug yet! Equally soft in color and texture, this area rug is inspired by the quaint and charming villages tucked away in the Alps. Plus it is stain resistant, easy to clean, and won’t shed so your space will keep looking as fresh as that first winter snowfall.","Area Rugs","SKU: W001765280","Showing 1-10 of 453 reviews.","4.4","4.3","5.0","3.7","Sponsored"
"1571753935-803","https://www.wayfair.com/rugs/sb0/round-rugs-c474144.html?curpage=3","Opens in a new tabSaleQuickviewSave+8 SizesAvailable in 8 SizesAhaan Cotton White/Gray/Sunny Yellow Area Rugby Wade Logan$201.84$394.69210Rated 5 out of 5 stars.210 total votes.FREE 2-Day ShippingGet it by Thu, Oct 24","https://www.wayfair.com/rugs/pdp/wade-logan-ahaan-cotton-whitegraysunny-yellow-area-rug-wadl9300.html?piid=37258100","Ahaan Cotton White/Gray/Sunny Yellow Area Rug","Wade Logan","$201.84","$394.69","49% Off","null","Area Rugs","SKU: WADL9300","Showing 1-10 of 210 reviews.","4.8","5.0","5.0","5.0","null"
"1571753989-809","https://www.wayfair.com/rugs/sb0/round-rugs-c474144.html?curpage=3","Opens in a new tabSaleQuickviewSave+19 SizesAvailable in 19 SizesKater Handmade Shag Gray Area Rugby Willa Arlo Interiors$104.132383Rated 4.5 out of 5 stars.2383 total votes.FREE 2-Day ShippingGet it by Thu, Oct 24","https://www.wayfair.com/rugs/pdp/willa-arlo-interiors-kater-handmade-shag-gray-area-rug-w001007735.html?piid=1905937285","Kater Handmade Shag Gray Area Rug","Willa Arlo Interiors","$104.13","$280.89","63% Off","Blending a chic solid hue with a retro pile, this gray shag and flokati area rug sets a trendy foundation for your stylish space. This rug is hand-tufted from stain and fade-resistant polyester in a thick 1’’ pile over a cotton backing—perfect for laying out in a stylish living room or digging your toes into right out of bed. Available in a curated selection of sizes to best suit your space, this rug works best when paired with a rug pad to prevent shifting and sliding.","Area Rugs","SKU: W001007735","Showing 1-10 of 2374 reviews.","4.6","4.4","4.5","4.6","null"
"1571754392-844","https://www.wayfair.com/rugs/sb0/round-rugs-c474144.html?curpage=2","Opens in a new tabSaleQuickviewSave+10 SizesAvailable in 10 SizesQuam Ivory Area Rugby Charlton Home$62.08$110.00896Rated 4.5 out of 5 stars.896 total votes.FREE Shipping","https://www.wayfair.com/rugs/pdp/charlton-home-quam-ivory-area-rug-chlh8434.html?piid=20074475","Quam Ivory Area Rug","Charlton Home","$62.08","$110.00","44% Off","Ready to stand up to high foot traffic in the entryway or take on occasional spills under the kitchen table, polypropylene rugs are ideal anchors for any mess-prone area of your abode. Take this one for example: made in Turkey, it is machine-woven from that durable material with jute backing and a low .48"" pile height. It showcases an intricate scrolling floral motif for fashionable flair, while neutral ivory, red and green keep it versatile. Available in a variety of sizes so you can choose the one that best suits your space.","Area Rugs","SKU: CHLH8434","Showing 1-10 of 895 reviews.","4.6","4.5","4.7","5.0","null"
"1571753367-760","https://www.wayfair.com/rugs/sb0/round-rugs-c474144.html?curpage=4","Opens in a new tabSaleQuickviewSave+24 SizesAvailable in 24 SizesMaritza Wheat Area Rugby Willa Arlo Interiors$65.991166Rated 4.5 out of 5 stars.1166 total votes.FREE 2-Day ShippingGet it by Thu, Oct 24","https://www.wayfair.com/rugs/pdp/willa-arlo-interiors-maritza-wheat-area-rug-w000972100.html?piid=2013403735","Maritza Wheat Area Rug","Willa Arlo Interiors","$65.99","$142.32","54% Off","Ready to stand up to high foot traffic in the entryway and take on occasional spills under the kitchen table, polypropylene rugs are ideal anchors for any mess-prone area of your abode. Take this one for example: Made in Turkey, it is machine-made from that must-have material, along with latex and poly-cotton. A quatrefoil motif lends a pop of pattern, while hues of wheat and beige keep it understated.","Area Rugs","SKU: W000972100","Showing 1-10 of 1166 reviews.","4.5","4.8","4.1","4.5","null"
"1571754575-860","https://www.wayfair.com/rugs/sb0/round-rugs-c474144.html?curpage=2","Opens in a new tabSaleQuickviewSave+8 SizesAvailable in 8 SizesMckie Brown Area Rugby Charlton Home$38.99$79.00250Rated 4.5 out of 5 stars.250 total votes.","https://www.wayfair.com/rugs/pdp/charlton-home-mckie-brown-area-rug-chlh8004.html?piid=19767302&category=474144&placement=303&slot=1&sponsoredid=8c9da8e89524c3b81f8ba67e5811898613dbdfa6f9576610e8bc130eb73033ad&_txid=otAgY12vES6x2ysL4%2BLqAg%3D%3D&isB2b=0","Mckie Brown Area Rug","Charlton Home","$38.99","$79.00","51% Off","Timeless designs of the weaver’s art, beautifully recreated for today’s sophisticated home.  This collection brings you a signature assortment of uniquely elegant area rugs - classic floral and ornamental motifs that will impart an unmistakable aura of elegance to any room. Choose from an array of high fashion color palettes for the perfect complement to your personal decorating style. Expertly power-loomed for luxuriously supple texture and years of lasting beauty.","Area Rugs","SKU: CHLH8004","Showing 1-10 of 249 reviews.","4.6","3.8","4.8","4.4","Sponsored"
"1571753675-781","https://www.wayfair.com/rugs/sb0/round-rugs-c474144.html?curpage=4","Opens in a new tabSaleQuickviewSave+17 SizesAvailable in 17 SizesDestrie Hand-Braided Cotton Blue Area Rugby Mistana$96.43$100.001077Rated 4.5 out of 5 stars.1077 total votes.FREE 2-Day ShippingGet it by Thu, Oct 24","https://www.wayfair.com/rugs/pdp/mistana-destrie-hand-braided-cotton-blue-area-rug-mtna1904.html?piid=22568440","Destrie Hand-Braided Cotton Blue Area Rug","Mistana","$96.43","$100.00","4% Off","Who says artful appeal has to be limited to what's hanging on your walls? Take that intrigue to the space underfoot with this eye-catching area rug. Made in India, it is hand-braided using cotton and jute for a textured design that lends depth and dimension to any floor space. Its hues of blue and gold up the ante, offering color and a glint of glamour. To keep this piece safely in place, we recommend using a rug pad.","Area Rugs","SKU: MTNA1904","Showing 1-10 of 1077 reviews.","4.5","4.6","4.4","4.2","null"
"1571753107-739","https://www.wayfair.com/rugs/sb0/round-rugs-c474144.html?curpage=4","Opens in a new tabSaleQuickviewSave+8 SizesAvailable in 8 SizesLenoir Blue Indoor/Outdoor Area Rugby Lark Manor$107.43$399.051393Rated 4.5 out of 5 stars.1393 total votes.FREE 2-Day ShippingGet it by Thu, Oct 24","https://www.wayfair.com/rugs/pdp/lark-manor-lenoir-blue-indooroutdoor-area-rug-lrkm3907.html?piid=23969892","Lenoir Blue Indoor/Outdoor Area Rug","Lark Manor","$107.43","$399.05","73% Off","null","Area Rugs","SKU: LRKM3907","Showing 1-10 of 1392 reviews.","4.6","4.8","5.0","4.8","null"
"1571754336-838","https://www.wayfair.com/rugs/sb0/round-rugs-c474144.html?curpage=2","Opens in a new tabSaleQuickviewSave+14 SizesAvailable in 14 SizesBridgeton Distressed Modern Abstract Multicolor Area Rugby Greyleigh$295.99$897.75232Rated 5 out of 5 stars.232 total votes.FREE 2-Day ShippingGet it by Thu, Oct 24","https://www.wayfair.com/rugs/pdp/greyleigh-bridgeton-distressed-modern-abstract-multicolor-area-rug-gryl5477.html?piid=44218617","Bridgeton Distressed Modern Abstract Multicolor Area Rug","Greyleigh","$295.99","$897.75","67% Off","Set a modern foundation for your stylish space with this distressed area rug, showcasing an abstract motif in hues of gray and cream. Machine-made in Turkey, this area rug is power-loomed from a stain- and a fade-resistant blend of polyester and polypropylene in a medium 0.47"" pile – perfect for rolling out in fashionable living rooms and dining spaces prone to occasional spills and stains alike. Complete with a durable cotton backing, this area rug performs best when paired with a rug pad to prevent shifting and sliding.","Area Rugs","SKU: GRYL5477","Showing 1-10 of 232 reviews.","4.8","4.7","5.0","4.2","null"
"1571753497-768","https://www.wayfair.com/rugs/sb0/round-rugs-c474144.html?curpage=4","Opens in a new tabSaleQuickviewSave+10 SizesAvailable in 10 SizesCaffey Floral Taupe/Orange Area Rugby Andover Mills$32.99$50.995569Rated 4.5 out of 5 stars.5569 total votes.2-Day ShippingGet it by Thu, Oct 24","https://www.wayfair.com/rugs/pdp/andover-mills-caffey-floral-taupeorange-area-rug-ando1076.html?piid=14698649","Caffey Floral Taupe/Orange Area Rug","Andover Mills","$32.99","$50.99","35% Off","Enliven your home décor with the Tremont Teaneck rug collection by Home Dynamix. Showcasing an intricate floral design throughout with a pop of color, this rug collection will conveniently complement your existing home décor. Crafted from polypropylene yarns, you will enjoy the soft, plush texture under your feet.  This durable area rug is stain and fade resistant with jute backing to protect your floors in high foot traffic areas. Recommended using with a Home Dynamix non-skid rug pad - sold separately. Made in Turkey.","Area Rugs","SKU: ANDO1076","Showing 1-10 of 5561 reviews.","4.5","4.6","4.6","4.2","null"
"1571753443-766","https://www.wayfair.com/rugs/sb0/round-rugs-c474144.html?curpage=4","Opens in a new tabSaleQuickviewSave+18 SizesAvailable in 18 SizesLondon Gray Area Rugby One Allium Way$64.99$116.961207Rated 5 out of 5 stars.1207 total votes.FREE 2-Day ShippingGet it by Thu, Oct 24","https://www.wayfair.com/rugs/pdp/one-allium-way-london-gray-area-rug-oawy5154.html?piid=44473486","London Gray Area Rug","One Allium Way","$64.99","$116.96","44% Off","Walls aren’t the only places to show off your personality with art. Your floors are craving personality too! That’s when area rugs come in. Whether rolled out at the center of your living room, underneath your dining table, or in your master suite, area rugs act as both a foundation and a focal point. This one, for example, features a gray color palette, and design perfect for a traditional aesthetic. Machine-made in Turkey from 100% polypropylene, with a jute backing, and a 0.37'' pile height. To clean we recommend vacuuming regularly, and professional cleaning.","Area Rugs","SKU: OAWY5154","Showing 1-10 of 1207 reviews.","4.8","5.0","4.8","4.7","null"
"1571752654-699","https://www.wayfair.com/rugs/sb0/round-rugs-c474144.html?curpage=5","Opens in a new tabSaleQuickviewSave+22 SizesAvailable in 22 SizesNiccolo Hand-Tufted Wool Red Area Rugby Birch Lane™ Heritage$111.99$304.052266Rated 4.5 out of 5 stars.2266 total votes.FREE 2-Day ShippingGet it by Thu, Oct 24","https://www.wayfair.com/rugs/pdp/birch-lane-heritage-niccolo-hand-tufted-wool-red-area-rug-bl3999.html?piid=11184617","Niccolo Hand-Tufted Wool Red Area Rug","Birch Lane™ Heritage","$111.99","$304.05","63% Off","Warming up hardwood and tile floors while setting the stage for the rest of your ensemble, area rugs are essential for nearly any room in your abode. This one, for example, is hand-tufted in India from wool and features a 0.39"" pile height, so it’s ideal for areas with high foot traffic – especially in homes with little ones and four-legged friends running around. Its Persian-inspired pattern in natural and brick red hues provides a traditional foundation for your arrangement.","Area Rugs","SKU: BL3999","Showing 1-10 of 2266 reviews.","4.6","4.6","4.4","4.4","null"
"1571754117-820","https://www.wayfair.com/rugs/sb0/round-rugs-c474144.html?curpage=3","Opens in a new tabSaleQuickviewSave+15 SizesAvailable in 15 SizesGiannini Abstract Hand-Carved Brown/Red Area Rugby Ebern Designs$65.35$89.996118Rated 4.5 out of 5 stars.6118 total votes.FREE 2-Day ShippingGet it by Thu, Oct 24","https://www.wayfair.com/rugs/pdp/ebern-designs-giannini-abstract-hand-carved-brownred-area-rug-ebrd5163.html?piid=29830949&category=474144&placement=307&slot=2&sponsoredid=25c2e63cbd3d40cde29b2a07018981763e419aed5a5c9bc2de5c2e8cf22de2b1&_txid=otAgY12vDw6x2ysL4g6uAg%3D%3D&isB2b=0","Giannini Abstract Hand-Carved Brown/Red Area Rug","Ebern Designs","$65.35","$89.99","27% Off","Decorate your living space with the chic, modern designs of the Tribeca Slade area rug collection by Home Dynamix. Featuring an abstract swirl motif with bold red and neutral brown tones, these area rugs are ideal for updating any modern space. With mid-century modern and contemporary design influences, these rugs all feature eye-catching designs that are sure to wow your guests. Designed with an upscale blend of fashion and function, these area rugs will elevate your home’s décor while bringing a warm and welcoming feel to every room with their soft texture under foot. Unique elements in each rug will complement your modern furniture and contemporary pieces of art for a cohesive design to your space you'll love. Made of soft polypropylene, these durable and stylish area rugs make for a fashionable and long-lasting addition to your home. Place the Tribeca area rugs in your bedroom, living room, dining room, guest room, or home office. These easy to maintain area rugs are stain and fade resistant, making them perfect for indoor use and use in high-traffic areas. To clean your rug, simply vacuum, shake, or spot clean as needed.","Area Rugs","SKU: EBRD5163","Showing 1-10 of 6108 reviews.","4.6","4.6","4.7","4.7","Sponsored"
"1571753285-753","https://www.wayfair.com/rugs/sb0/round-rugs-c474144.html?curpage=4","Opens in a new tabSaleQuickviewSave+12 SizesAvailable in 12 SizesAngelique Gray Area Rugby Lark Manor$35.99$69.001837Rated 4.5 out of 5 stars.1837 total votes.","https://www.wayfair.com/rugs/pdp/lark-manor-angelique-gray-area-rug-lark3175.html?piid=18689445","Angelique Gray Area Rug","Lark Manor","$35.99","$69.00","48% Off","Set a traditional, yet lived-in foundation for your stylish space with this gray and ivory area rug, showcasing a distressed oriental motif. Machine made in Turkey, this area rug is power-loomed of stain- and fade-resistant polypropylene in a 0.5"" pile – perfect for rolling out in sophisticated living rooms or stately dining spaces prone to the occasional spills and stains. Complete with a durable latex backing, this rug performs best when paired with a rug pad to prevent shifting and sliding.","Area Rugs","SKU: LARK3175","Showing 1-10 of 1835 reviews.","4.5","4.5","3.7","4.4","null"
