web-scraper-order,web-scraper-start-url,Product_C,Product_C-href,Product_Name,Shop_Name,Sale_Price,Original_Price,Discount,Description,Collection,Product_SKU,Review_Numbers,Customer_Rating_Total,Size_Rating,Material_Rating,Color_Rating,Sponsor_B
"1571688002-184","https://www.wayfair.com/rugs/sb0/hallway-runners-c416168.html?curpage=2","Opens in a new tabSaleQuickviewSave+19 SizesAvailable in 19 SizesClair Gray Area Rugby Mistana$54.9929512Rated 5 out of 5 stars.29512 total votes.FREE 2-Day ShippingGet it by Wed, Oct 23","https://www.wayfair.com/rugs/pdp/mistana-clair-gray-area-rug-w000683999.html?piid=2022969551","Clair Gray Area Rug","Mistana","$54.99","null","null","Ready to stand up to high foot traffic in the entryway and take an occasional spill under the kitchen table, polypropylene rugs are ideal anchors for any mess-prone area of your abode. Take this one, for example: Made in Turkey, it is power-loomed from that must-have material with a low 0.25'' pile height for easy cleaning. Its hues of gray appear understated, but this piece stands out in any space thanks to a distressed geometric pattern. This rug performs best when paired with a rug pad to prevent shifting and sliding.","Area Rugs","SKU: W000683999","Showing 1-10 of 28699 reviews.","4.8","4.7","4.7","4.7","null"
"1571687057-92","https://www.wayfair.com/rugs/sb0/hallway-runners-c416168.html?curpage=4","Opens in a new tabSaleQuickviewSave+16 SizesAvailable in 16 SizesBrandt Dark Blue Area Rugby Mistana$25.8431931Rated 4.5 out of 5 stars.31931 total votes.2-Day ShippingGet it by Wed, Oct 23","https://www.wayfair.com/rugs/pdp/mistana-brandt-dark-blue-area-rug-w001397379.html?piid=1377104705","Brandt Dark Blue Area Rug","Mistana","$25.84","$78.00","67% Off","Bursting with a boho flair, this dynamic area rug showcases a fashionably faded Persian-inspired pattern in blue, ivory, and beige hues for a splash of color. Power-loomed in Turkey from polypropylene with a low 0.25"" pile height, this design is the perfect pick for high-traffic rooms inside since it resists staining and fading. Plus, it’s easy to clean with regular vacuuming. We recommend you pair this piece with a rug pad so it stays put.","Area Rugs","SKU: W001397379","Showing 1-10 of 31890 reviews.","","","","","null"
"1571687528-132","https://www.wayfair.com/rugs/sb0/hallway-runners-c416168.html?curpage=3","Opens in a new tabSaleQuickviewSave+11 SizesAvailable in 11 SizesAbbeville Gray/Navy Blue Area Rugby Laurel Foundry Modern Farmhouse$47.92$138.001917Rated 4.5 out of 5 stars.1917 total votes.2-Day ShippingGet it by Wed, Oct 23","https://www.wayfair.com/rugs/pdp/abbeville-graynavy-blue-area-rug-lrfy1027.html?piid=18664784","Abbeville Gray/Navy Blue Area Rug","Laurel Foundry Modern Farmhouse","$47.92","$138.00","65% Off","Anchor any arrangement with a dash of antique inspiration with this area rug, showcasing a distressed, Persian-inspired pattern in gray and navy blue hues. Power-loomed in Turkey from polypropylene – a durable synthetic material that resists staining and fading – this piece is an ideal anchor for high-traffic rooms in your home. Though this design's low 0.33"" is perfect for sliding right under doors, we recommend you pair it with a rug pad for additional padding and traction.","Area Rugs","SKU: LRFY1027","Showing 1-10 of 1912 reviews.","4.7","4.6","4.6","4.6","null"
"1571687678-148","https://www.wayfair.com/rugs/sb0/hallway-runners-c416168.html?curpage=2","Opens in a new tabSaleQuickviewSave+9 SizesAvailable in 9 SizesHaigler Green/Gray Area Rugby Bungalow Rose$61.99$152.95157Rated 5 out of 5 stars.157 total votes.FREE Shipping","https://www.wayfair.com/rugs/pdp/bungalow-rose-haigler-greengray-area-rug-ya62258.html?piid=44218917&category=416168&placement=303&slot=4&sponsoredid=a0d0e936bd99dd02f70542fb52deb8ec9ebb54a67fc025aae36927aa9a4425c7&_txid=otAgbl2uDM94iloXsBZTAg%3D%3D&isB2b=0","Haigler Green/Gray Area Rug","Bungalow Rose","$61.99","$152.95","59% Off","This area rug features modern inspired designs that will effortlessly integrate and update your decor space.","Area Rugs","SKU: YA62258","Showing 1-10 of 156 reviews.","4.8","null","null","null","Sponsored"
"1571686375-11","https://www.wayfair.com/rugs/sb0/hallway-runners-c416168.html?curpage=5","Opens in a new tabSaleQuickviewSave+8 SizesAvailable in 8 SizesHaugan Abstract Orange Area Rugby Trent Austin Design$84.99$279.001546Rated 4.5 out of 5 stars.1546 total votes.FREE Shipping","https://www.wayfair.com/rugs/pdp/trent-austin-design-haugan-abstract-orange-area-rug-tadn8285.html?piid=20494993","Haugan Abstract Orange Area Rug","Trent Austin Design","$84.99","$279.00","70% Off","Inspired by the energetic hues of earth’s natural color palette, this eye-catching area rug lends your floors a splash of bohemian appeal. It showcases a swirling abstract print in heavily saturated hues of light blue, teal, fiery red, green, orange, yellow, and white. Made in the USA, it’s machine woven from a stain- and a fade-resistant blend of nylon and polypropylene in a .39” pile that’s perfect for high traffic areas and places prone to spills and stains. To keep this rug safely in place, we recommend using a rug pad.","Area Rugs","SKU: TADN8285","Showing 1-10 of 1546 reviews.","4.6","4.3","4.4","4.7","null"
"1571688198-201","https://www.wayfair.com/rugs/sb0/hallway-runners-c416168.html?curpage=0","Opens in a new tabSaleQuickviewSave+10 SizesAvailable in 10 SizesArend Medallion Navy Blue Area Rugby Charlton Home$34.998409Rated 4.5 out of 5 stars.8409 total votes.2-Day ShippingGet it by Wed, Oct 23","https://www.wayfair.com/rugs/pdp/charlton-home-arend-medallion-navy-blue-area-rug-w001305099.html?piid=1452538592","Arend Medallion Navy Blue Area Rug","Charlton Home","$34.99","$43.04","19% Off","Enliven your home décor with the modern Bohemian style of the Tremont Magnolia rug collection by Home Dynamix. Showcasing a traditional center medallion design framed by a scroll motif border with floral accents, this rug collection will conveniently complement your existing home décor. Crafted from polypropylene yarns, you will enjoy the soft, plush texture under your feet.  This durable area rug is stain and fade resistant with jute backing to protect your floors in high foot traffic areas. Recommended using with a Home Dynamix non-skid rug pad - sold separately. Made in Turkey.","Area Rugs","SKU: W001305099","Showing 1-10 of 8401 reviews.","4.6","4.6","4.3","4.8","null"
"1571686367-10","https://www.wayfair.com/rugs/sb0/hallway-runners-c416168.html?curpage=5","Opens in a new tabSaleQuickviewSave+21 SizesAvailable in 21 SizesStarr Hill Shag Navy Blue Area Rugby Zipcode Design$62.995679Rated 5 out of 5 stars.5679 total votes.FREE Shipping","https://www.wayfair.com/rugs/pdp/zipcode-design-starr-hill-shag-navy-blue-area-rug-zpcd3685.html?piid=23563123","Starr Hill Shag Navy Blue Area Rug","Zipcode Design","$62.99","null","null","Set a chic foundation for your stylish space with this shaggy area rug, showcasing a rich navy blue hue. This area rug is machine-woven of stain- and fade-resistant polypropylene in a thick 2"" pile – perfect for rolling out in fashionable living rooms or digging your toes into right out of bed in the morning. Complete with a durable jute backing, this area rug performs best when paired with a rug pad to prevent shifting and sliding.","Area Rugs","SKU: ZPCD3685","Showing 1-10 of 5678 reviews.","4.8","5.0","4.6","4.8","null"
"1571687561-136","https://www.wayfair.com/rugs/sb0/hallway-runners-c416168.html?curpage=3","Opens in a new tabSaleQuickviewSave+6 SizesAvailable in 6 SizesHovland Barley/Safari Tan Area Rugby World Menagerie$33.99997Rated 4.5 out of 5 stars.997 total votes.","https://www.wayfair.com/rugs/pdp/world-menagerie-hovland-barleysafari-tan-area-rug-w000833842.html?piid=2010349656&category=416168&placement=307&slot=1&sponsoredid=7a610dce68cf04cefef77b24833f5b27a3930af96a2ea10d2424680c56fd5bb1&_txid=otAgb12uCrRp1kgzlehQAg%3D%3D&isB2b=0","Hovland Barley/Safari Tan Area Rug","World Menagerie","$33.99","$46.20","26% Off","For a lodge-worthy living room look, start by sprucing up your floor space! Just lay down this eye-catching area rug to set the tone in your cozy seating ensemble, then pull up weathered leather sofas piled high with faux fur pillows for a cozy spot to curl up, and finally, suspend a faux antler chandelier overhead to cast a warm and relaxing glow. Exuding classic cabin charm, this distinctive design offers a bold southwestern motif in hues of beige and black so it can beautifully blend. Made in Egypt, it is machine-woven of 100% polypropylene with a flat design so it's perfect for high-traffic areas and spill-prone spaces.","Area Rugs","SKU: W000833842","Showing 1-10 of 996 reviews.","4.6","4.8","4.9","4.4","Sponsored"
"1571686606-34","https://www.wayfair.com/rugs/sb0/hallway-runners-c416168.html?curpage=5","Opens in a new tabSaleQuickviewSave+13 SizesAvailable in 13 SizesEstrel Area Rugby Bungalow Rose$60.99$94.00813Rated 4.5 out of 5 stars.813 total votes.FREE 2-Day ShippingGet it by Wed, Oct 23","https://www.wayfair.com/rugs/pdp/bungalow-rose-estrel-area-rug-bngl5616.html?piid=20281397","Estrel Area Rug","Bungalow Rose","$60.99","$94.00","35% Off","null","Area Rugs","SKU: BNGL5616","Showing 1-10 of 812 reviews.","4.7","4.9","4.9","4.7","null"
"1571686440-17","https://www.wayfair.com/rugs/sb0/hallway-runners-c416168.html?curpage=5","Opens in a new tabSaleQuickviewSave+16 SizesAvailable in 16 SizesBrandt Black Area Rugby Mistana$33.99$78.0031907Rated 4.5 out of 5 stars.31907 total votes.2-Day ShippingGet it by Wed, Oct 23","https://www.wayfair.com/rugs/pdp/mistana-brandt-black-area-rug-mtna1836.html?piid=22568286","Brandt Black Area Rug","Mistana","$33.99","$78.00","56% Off","Ready to stand up to high foot traffic in the entryway and take on occasional spills under the kitchen table, polypropylene rugs are ideal anchors for any mess-prone area of your abode. Take this one for example: Made in Turkey, it is power-loomed from that must-have material and features a low pile height for easy upkeep. Sure to stand out in any space, it showcases a distressed Persian-inspired motif.","Area Rugs","SKU: MTNA1836","Showing 1-10 of 31881 reviews.","4.5","4.0","4.2","4.6","null"
"1571687218-105","https://www.wayfair.com/rugs/sb0/hallway-runners-c416168.html?curpage=3","Opens in a new tabSaleQuickviewSave+11 SizesAvailable in 11 SizesAbbeville Beige Area Rugby Laurel Foundry Modern Farmhouse$56.45$138.001916Rated 4.5 out of 5 stars.1916 total votes.FREE Shipping","https://www.wayfair.com/rugs/pdp/abbeville-beige-area-rug-lrfy1026.html?piid=18664775","Abbeville Beige Area Rug","Laurel Foundry Modern Farmhouse","$56.45","$138.00","59% Off","Lay an understated and approachable foundation in any room with this beige area rug. Machine-woven in Turkey from polypropylene with a cotton backing, this design showcases a distressed Persian-inspired pattern for a dash of vintage inspiration. Its neutral hues help it blend with your existing color palette, while it is low 0.33"" pile height allows most doors to glide right over it. For easy upkeep, just spot clean this rug as needed.","Area Rugs","SKU: LRFY1026","Showing 1-10 of 1912 reviews.","","","","","null"
"1571687759-158","https://www.wayfair.com/rugs/sb0/hallway-runners-c416168.html?curpage=2","Opens in a new tabSaleQuickviewSave+17 SizesAvailable in 17 SizesElana Handwoven Flatweave Natural Area Rugby Beachcrest Home$52.99$133.002691Rated 4.5 out of 5 stars.2691 total votes.FREE 2-Day ShippingGet it by Wed, Oct 23","https://www.wayfair.com/rugs/pdp/beachcrest-home-elana-handwoven-flatweave-natural-area-rug-bchh8944.html?piid=44471730","Elana Handwoven Flatweave Natural Area Rug","Beachcrest Home","$52.99","$133.00","60% Off","Looks aside, area rugs help absorb and decrease noise as they soften the step of hardwood and tile flooring. Take this handwoven area rug, for example, designed with a solid color in mind, it brings an element of organic simplicity to your space. Perfectly at home in coastal and traditional aesthetics, this rug is crafted from 100% jute. To clean this piece, we recommend vacuuming regularly on a low setting without a beater bar.","Area Rugs","SKU: BCHH8944","Showing 1-10 of 2687 reviews.","4.4","4.5","4.5","4.8","null"
"1571687023-86","https://www.wayfair.com/rugs/sb0/hallway-runners-c416168.html?curpage=4","Opens in a new tabSaleQuickviewSave+11 SizesAvailable in 11 SizesMonterey Navy Blue Indoor/Outdoor Area Rugby Sol 72 Outdoor$42.99$129.001633Rated 4.5 out of 5 stars.1633 total votes.","https://www.wayfair.com/rugs/pdp/sol-72-outdoor-monterey-navy-blue-indooroutdoor-area-rug-chrh7426.html?piid=31380000","Monterey Navy Blue Indoor/Outdoor Area Rug","Sol 72 Outdoor","$42.99","$129.00","67% Off","Liven up any layout inside your home or outdoors with this eye-catching area rug, showcasing a modern geometric motif with botanical accents in navy blue, orange, and green hues. With a low 0.25"" pile height, this piece resists water, mildew, and fading, so it’s well suited to sit on the porch or patio. Plus, it’s easy to clean with a hose. Wherever you decide to display this design, we recommend you pair it with a rug pad to help it stay put.","Area Rugs","SKU: CHRH7426","Showing 1-10 of 1630 reviews.","4.7","4.7","4.4","4.8","null"
"1571687279-110","https://www.wayfair.com/rugs/sb0/hallway-runners-c416168.html?curpage=3","Opens in a new tabSaleQuickviewSave+39 SizesAvailable in 39 SizesAiken Ivory/Silver Area Rugby Laurel Foundry Modern Farmhouse$39.999857Rated 4.5 out of 5 stars.9857 total votes.2-Day ShippingGet it by Wed, Oct 23","https://www.wayfair.com/rugs/pdp/aiken-ivorysilver-area-rug-w002387264.html?piid=1008935126","Aiken Ivory/Silver Area Rug","Laurel Foundry Modern Farmhouse","$39.99","null","null","Who says artful allure has to be limited to what's hanging on the walls around you? Lend a little eye-catching appeal to space underfoot in your ensemble with this area rug, It has a popular material in rug production due to its high resistance to staining, fading, and moisture. It features an 0.43"" pile height, ideal for promoting a cozy and inviting feel to your space with the added benefit of being easy to clean.","Area Rugs","SKU: W002387264","Showing 1-10 of 9849 reviews.","4.6","null","null","null","null"
"1571686613-35","https://www.wayfair.com/rugs/sb0/hallway-runners-c416168.html?curpage=5","Opens in a new tabSaleQuickviewSave+9 SizesAvailable in 9 SizesMyia Radiance Area Rugby Latitude Run$77.99$204.995461Rated 4.5 out of 5 stars.5461 total votes.FREE Shipping","https://www.wayfair.com/rugs/pdp/latitude-run-myia-radiance-area-rug-latr7331.html?piid=31273724","Myia Radiance Area Rug","Latitude Run","$77.99","$204.99","62% Off","Soft, watercolor inspired flowers bloom across the blue, rust red, tan, beige and cream-colored canvas of Mohawk Home’s modern multicolored Radiance Area Rug. It’s also available in 5 x 8, 8 x 10 and 2 x 8 popular sizes plus many more.  Beautiful for kitchens, dining areas, living rooms, bedrooms, offices and more, this artisan inspired style is delightfully versatile and durable.  Timeless and traditionally inspired, this sophisticated style was created with Mohawk Home’s advanced print technology for brilliant color and design clarity.  Printed on a stain resistant nylon base, this area rug is resilient despite daily wear-and-tear and ideal even for high traffic areas.  Pet and kid friendly, simply vacuum regularly and spot clean as needed with a solution of mild detergent and water to keep this rug looking its best.","Area Rugs","SKU: LATR7331","Showing 1-10 of 5460 reviews.","4.6","4.7","4.7","4.6","null"
"1571687537-133","https://www.wayfair.com/rugs/sb0/hallway-runners-c416168.html?curpage=3","Opens in a new tabSaleQuickviewSave+11 SizesAvailable in 11 SizesNichole Power Loom Beige Area Rugby Mistana$71.99$120.002105Rated 4.5 out of 5 stars.2105 total votes.FREE Shipping","https://www.wayfair.com/rugs/pdp/mistana-nichole-power-loom-beige-area-rug-mtna1035.html?piid=30894750","Nichole Power Loom Beige Area Rug","Mistana","$71.99","$120.00","40% Off","Looking to refresh your living room arrangement or bring a pop of unexpected pattern to the master suite? An area rug will do the trick! This design showcases a Southwestern-inspired pattern perfect for pairing with boho-chic and modern ensembles alike, while its polypropylene construction makes it fade- and stain-resistant. With a pile height of approximately 0.40'', it encourages comfort underfoot while remaining a cinch to keep clean simply by vacuuming.","Area Rugs","SKU: MTNA1035","Showing 1-10 of 2100 reviews.","4.7","4.4","4.6","4.4","null"
"1571687437-122","https://www.wayfair.com/rugs/sb0/hallway-runners-c416168.html?curpage=3","Opens in a new tabSaleQuickviewSave+15 SizesAvailable in 15 SizesIsanotski Brown/Blue Area Rugby Loon Peak$55.99$85.38423Rated 4.5 out of 5 stars.423 total votes.FREE 2-Day ShippingGet it by Wed, Oct 23","https://www.wayfair.com/rugs/pdp/loon-peak-isanotski-brownblue-area-rug-lopk2538.html?piid=22825796","Isanotski Brown/Blue Area Rug","Loon Peak","$55.99","$85.38","34% Off","Anchor your ensemble with rustic charm when you roll out this lovely rug. Crafted from 70% polypropylene and 30% polyester fibers, it can stand up to high-traffic and can handle sun exposure. However, it should only be used indoors and should be professionally cleaned when needed. A perfect pick for lodge-inspired ensembles, it showcases a Persian-style pattern with scrolling medallion centers and two borders. It is detailed with distressed accents and awash in tones of brown and blue.","Area Rugs","SKU: LOPK2538","Showing 1-10 of 421 reviews.","4.7","4.6","4.1","4.6","null"
"1571686834-60","https://www.wayfair.com/rugs/sb0/hallway-runners-c416168.html?curpage=4","Opens in a new tabSaleQuickviewSave+8 SizesAvailable in 8 SizesJasmine Estates Sand/Turquoise Indoor/Outdoor Area Rugby Beachcrest Home$36.99$69.002460Rated 4.5 out of 5 stars.2460 total votes.","https://www.wayfair.com/rugs/pdp/beachcrest-home-jasmine-estates-sandturquoise-indooroutdoor-area-rug-seho2695.html?piid=15991635","Jasmine Estates Sand/Turquoise Indoor/Outdoor Area Rug","Beachcrest Home","$36.99","$69.00","46% Off","Featuring a woven stripe motif, this lovely design brings breezy style to any alfresco ensemble.","Area Rugs","SKU: SEHO2695","Showing 1-10 of 2459 reviews.","4.7","4.8","4.6","4.5","null"
"1571688336-213","https://www.wayfair.com/rugs/sb0/hallway-runners-c416168.html?curpage=0","Opens in a new tabSaleQuickviewSave+9 SizesAvailable in 9 SizesMelrose Gray Area Rugby Andover Mills$34.78$79.995451Rated 4.5 out of 5 stars.5451 total votes.2-Day ShippingGet it by Wed, Oct 23","https://www.wayfair.com/rugs/pdp/andover-mills-melrose-gray-area-rug-andv2563.html?piid=24120879","Melrose Gray Area Rug","Andover Mills","$34.78","$79.99","57% Off","A vibrant, contemporary take on a traditional design, this Melrose Gray Area Rug sets a transitional foundation for your space with its updated trellis motif. Made in Turkey, this rug is machine woven of stain- and fade-resistant polypropylene in a thick 0.39"" pile – perfect for rolling out in fashionable living rooms or digging your toes in right out of bed in the morning. Finished with a durable jute backing, this rug performs best when paired with a rug pad to prevent shifting and sliding.","Area Rugs","SKU: ANDV2563","Showing 1-10 of 5449 reviews.","4.5","4.5","4.5","4.8","null"
"1571687419-120","https://www.wayfair.com/rugs/sb0/hallway-runners-c416168.html?curpage=3","Opens in a new tabQuickviewSave+11 SizesAvailable in 11 SizesZachary Wicker Stitch Handwoven Flatweave Cocoa/Natural Indoor/Outdoor Area Rugby Andover Mills$47.99Options Available on Open Box1304Rated 4.5 out of 5 stars.1304 total votes.2-Day ShippingGet it by Wed, Oct 23","https://www.wayfair.com/rugs/pdp/andover-mills-zachary-wicker-stitch-handwoven-flatweave-cocoanatural-indooroutdoor-area-rug-w001503122.html?piid=187740068","Zachary Wicker Stitch Handwoven Flatweave Cocoa/Natural Indoor/Outdoor Area Rug","Andover Mills","$47.99","$69.00","30% Off","Set the foundation for festive family get-togethers or add the final finishing touch to a high-traffic space in your home with this understated rug, the perfect piece for your neutral and understated aesthetic. Defined by a simple geometric design warm cocoa and natural tones, this stylish area rug brings a bit of rustic appeal and subtle pattern to any ensemble, while its flat-woven polypropylene design makes it a durable anchor for any space. Set it on the back patio under a group of all-weather wicker armchairs to give guests a place to gather at your next backyard bash, or let it sit in the entryway or mudroom to bring a dash of definition to a highly utilized space.","Area Rugs","SKU: W001503122","Showing 1-10 of 1305 reviews.","4.6","4.6","4.8","4.5","null"
"1571688275-208","https://www.wayfair.com/rugs/sb0/hallway-runners-c416168.html?curpage=0","Opens in a new tabQuickviewSave+15 SizesAvailable in 15 SizesShugart Sealife Blue Area Rugby Wrought Studio$53.99$129.005730Rated 4.5 out of 5 stars.5730 total votes.FREE 2-Day ShippingGet it by Wed, Oct 23","https://www.wayfair.com/rugs/pdp/wrought-studio-shugart-sealife-blue-area-rug-vrkg4441.html?piid=25517693","Shugart Sealife Blue Area Rug","Wrought Studio","$53.99","$129.00","58% Off","More than anything else, area rugs are art for your floors: They create the mood of your decor, guide the layout of your furniture, and establish a color scheme to follow (or rebel against). A new rug can, and will, dramatically change a room – the fun part is picking the one you love! This one, for example, is made in Turkey and features a vibrant abstract design pattern. With a 0.43'' pile height, this rug is constructed of polypropylene. We recommend only professional dry cleaning.","Area Rugs","SKU: VRKG4441","Showing 1-10 of 5720 reviews.","4.7","4.6","4.7","4.7","null"
"1571686399-12","https://www.wayfair.com/rugs/sb0/hallway-runners-c416168.html?curpage=5","Opens in a new tabQuickviewSave+6 SizesAvailable in 6 SizesDanny Gray/Ivory Area Rugby Mistana$68.91$189.00714Rated 4.5 out of 5 stars.714 total votes.FREE 2-Day ShippingGet it by Wed, Oct 23","https://www.wayfair.com/rugs/pdp/mistana-danny-grayivory-area-rug-mtna1779.html?piid=22567903","Danny Gray/Ivory Area Rug","Mistana","$68.91","$189.00","64% Off","From softening the step of hardwood to adding a pop of pattern to a space, area rugs are a must-have in any interior design! Inspired by free-form graphite pencil sketches, this rug’s loosely rendered series of zigzags, horizontal stripes, and vertical lines lends an unexpected touch to an ensemble. Crafted from polypropylene with a pile height of 0.75'', it’s fade- and stain-resistant without sacrificing underfoot comfort. No matter where you lay down this piece, we recommend using a rug pad for added traction.","Area Rugs","SKU: MTNA1779","Showing 1-10 of 713 reviews.","4.6","5.0","4.0","4.6","null"
"1571687596-140","https://www.wayfair.com/rugs/sb0/hallway-runners-c416168.html?curpage=3","Opens in a new tabSaleQuickviewSave+17 SizesAvailable in 17 SizesAbbeville Dark Blue Area Rugby Laurel Foundry Modern Farmhouse$46.39$138.002967Rated 4.5 out of 5 stars.2967 total votes.2-Day ShippingGet it by Wed, Oct 23","https://www.wayfair.com/rugs/pdp/abbeville-dark-blue-area-rug-lrfy1014.html?piid=18664665","Abbeville Dark Blue Area Rug","Laurel Foundry Modern Farmhouse","$46.39","$138.00","66% Off","Want to craft a modern farmhouse aesthetic in your dining room? Start your style by rolling out this elegant rug. The perfect foundation for modern farmhouse ensembles, this chic rug will effortlessly anchor your look. The Damask pattern with scrolling botanical accents and a bordered motif give this piece a touch of traditional appeal, while the distressed design elevates the look with vintage charm. The blue and beige color palette lets this piece blend into a variety of spaces. This rug is woven from polypropylene with a cotton backing, so it is stain and fade-resistant and the perfect choice for spill-prone spaces and high-traffic areas. Once you set this rug down in your dining room, top it with a sleek wood table, classic two-tone chairs, and a wood bench. Finally, hang an open rectangular framed pendant with a black matte finish overhead for modern flair.","Area Rugs","SKU: LRFY1014","Showing 1-10 of 2962 reviews.","4.7","4.8","4.9","4.8","null"
"1571686697-46","https://www.wayfair.com/rugs/sb0/hallway-runners-c416168.html?curpage=5","Opens in a new tabSaleQuickviewSave+24 SizesAvailable in 24 SizesMaritza Wheat Area Rugby Willa Arlo Interiors$45.991166Rated 4.5 out of 5 stars.1166 total votes.","https://www.wayfair.com/rugs/pdp/willa-arlo-interiors-maritza-wheat-area-rug-w000972100.html?piid=2013403812","Maritza Wheat Area Rug","Willa Arlo Interiors","$45.99","$56.99","19% Off","Ready to stand up to high foot traffic in the entryway and take on occasional spills under the kitchen table, polypropylene rugs are ideal anchors for any mess-prone area of your abode. Take this one for example: Made in Turkey, it is machine-made from that must-have material, along with latex and poly-cotton. A quatrefoil motif lends a pop of pattern, while hues of wheat and beige keep it understated.","Area Rugs","SKU: W000972100","Showing 1-10 of 1164 reviews.","4.5","4.8","4.1","4.5","null"
"1571686407-13","https://www.wayfair.com/rugs/sb0/hallway-runners-c416168.html?curpage=5","Opens in a new tabSaleQuickviewSave+10 SizesAvailable in 10 SizesDuclair Faded Gray Area Rugby One Allium Way$48.99$84.00317Rated 5 out of 5 stars.317 total votes.2-Day ShippingGet it by Wed, Oct 23","https://www.wayfair.com/rugs/pdp/one-allium-way-duclair-faded-gray-area-rug-oawy5141.html?piid=20281372","Duclair Faded Gray Area Rug","One Allium Way","$48.99","$84.00","42% Off","null","Area Rugs","SKU: OAWY5141","Showing 1-10 of 317 reviews.","4.8","4.7","4.4","4.6","null"
"1571688361-216","https://www.wayfair.com/rugs/sb0/hallway-runners-c416168.html?curpage=0","Opens in a new tabSaleQuickviewSave+6 SizesAvailable in 6 SizesFontanne Pink/White Area Rugby Bungalow Rose$81.99$140.001475Rated 5 out of 5 stars.1475 total votes.FREE 2-Day ShippingGet it by Wed, Oct 23","https://www.wayfair.com/rugs/pdp/bungalow-rose-fontanne-pinkwhite-area-rug-bnrs6220.html?piid=30361898","Fontanne Pink/White Area Rug","Bungalow Rose","$81.99","$140.00","41% Off","Soft to the touch and alluring with a distinctive high-low texture, this rayon, acrylic, and polyester blend area rug lend the perfect accent to glam bedrooms or sweet nurseries. A feminine pink and white colorway offers contemporary glamour to the global-inspired center medallion and scrolling border detail of this elegant layer.","Area Rugs","SKU: BNRS6220","Showing 1-10 of 1473 reviews.","4.8","4.6","4.6","4.9","null"
"1571686502-24","https://www.wayfair.com/rugs/sb0/hallway-runners-c416168.html?curpage=5","Opens in a new tabSaleQuickviewSave+12 SizesAvailable in 12 SizesAngelique Gray Area Rugby Lark Manor$46.99$99.001836Rated 4.5 out of 5 stars.1836 total votes.","https://www.wayfair.com/rugs/pdp/lark-manor-angelique-gray-area-rug-lark3175.html?piid=17988530","Angelique Gray Area Rug","Lark Manor","$46.99","$99.00","53% Off","Set a traditional, yet lived-in foundation for your stylish space with this gray and ivory area rug, showcasing a distressed oriental motif. Machine made in Turkey, this area rug is power-loomed of stain- and fade-resistant polypropylene in a 0.5"" pile – perfect for rolling out in sophisticated living rooms or stately dining spaces prone to the occasional spills and stains. Complete with a durable latex backing, this rug performs best when paired with a rug pad to prevent shifting and sliding.","Area Rugs","SKU: LARK3175","Showing 1-10 of 1835 reviews.","4.5","4.5","3.7","4.4","null"
"1571687837-167","https://www.wayfair.com/rugs/sb0/hallway-runners-c416168.html?curpage=2","Opens in a new tabSaleQuickviewSave+17 SizesAvailable in 17 SizesBurciaga Blue Area Rugby Mercury Row$59.99634Rated 5 out of 5 stars.634 total votes.FREE 2-Day ShippingGet it by Wed, Oct 23","https://www.wayfair.com/rugs/pdp/mercury-row-burciaga-blue-area-rug-mcrw5553.html?piid=22823964","Burciaga Blue Area Rug","Mercury Row","$59.99","null","null","Looks aside, area rugs help absorb and decrease noise as they soften the step of hardwood and tile flooring. Made in Turkey, this one is constructed from polypropylene, a synthetic material designed to stand up to muddy shoes in the entryway and the occasional spill under the kitchen table. It features a 0.37"" pile height, ideal for promoting a cozy and inviting feel to your space with the added benefit of being easy to clean.","Area Rugs","SKU: MCRW5553","Showing 1-10 of 633 reviews.","4.8","4.5","4.6","4.8","null"
"1571686529-27","https://www.wayfair.com/rugs/sb0/hallway-runners-c416168.html?curpage=5","Opens in a new tabSaleQuickviewSave+9 SizesAvailable in 9 SizesBrendel Looped/Hooked Polypropylene Beige Indoor/Outdoorby Andover Mills$41.73$119.051052Rated 4.5 out of 5 stars.1052 total votes.","https://www.wayfair.com/rugs/pdp/andover-mills-brendel-loopedhooked-polypropylene-beige-indooroutdoor-andv1754.html?piid=23970537","Brendel Looped/Hooked Polypropylene Beige Indoor/Outdoor","Andover Mills","$41.73","$119.05","65% Off","Lay a contemporary foundation for your stylish space—inside or outdoors—with this understated area rug, showcasing a solid-hued beige middle with a striped blue and green border. Made in Egypt, this rug is machine woven of stain and fade-resistant polypropylene in a low 0.16’’ pile—perfect for laying out in high-traffic areas and places prone to stains and spills. Available in a curated selection of sizes to best suit your space, this rug features a non-slip rubber backing to prevent shifting and sliding.","Area Rugs","SKU: ANDV1754","Showing 1-10 of 1052 reviews.","4.6","4.8","4.9","4.8","null"
